routeNameE,routeId,first_stopNameE,first_coordinates,last_stopNameE,last_coordinates,fullFare,journeyTime,first_stopDistrict,last_stopDistrict,routeDistance
39a,2007533,"Kung Um Road, near Chun Fai Garden Block 10","(22.429951, 114.023312)","Kung Um Road, near Chun Fai Garden Block 10","(22.429951, 114.023312)",7.2,13,Yuen Long,Yuen Long,6358
39,2007563,"Kung Um Road, near Pui Hong Kui","(22.413626, 114.016036)",Yuen Long Station,"(22.446271, 114.035447)",7.2,14,Yuen Long,Yuen Long,8788
10m,2007596,"Yuk Nga Lane, outside Yan Chai Hospital Lan Chi Pat Memorial Secondary School","(22.32433, 114.254447)","Yuk Nga Lane, outside Yan Chai Hospital Lan Chi Pat Memorial Secondary School","(22.32433, 114.254447)",7.6,15,Sai Kung,Sai Kung,12985
13,2007629,"Hong Sing Garden Bus Terminus, outside King Ling College","(22.318659, 114.253726)",Yue Man Square Public Transport Interchange,"(22.31439, 114.225092)",6.8,21,Sai Kung,Kwun Tong,11342
79s,2007630,Tin Shiu Wai North (Grandeur Terrace) Minibus Terminus,"(22.468416, 114.00098)",Tin Shiu Wai North (Grandeur Terrace) Minibus Terminus,"(22.468416, 114.00098)",12.7,49,Yuen Long,Yuen Long,41442
110a,2007662,Tiu Keng Leng Station Public Transport Interchange,"(22.305087, 114.252389)",Tiu Keng Leng Station Public Transport Interchange,"(22.305087, 114.252389)",8.6,22,Sai Kung,Sai Kung,23123
811,2007761,Sui Wo Court,"(22.392637, 114.194442)",Sui Wo Court,"(22.392637, 114.194442)",8.3,18,Sha Tin,Sha Tin,12757
68k,2007762,"Pai Tau Street, outside Shatin Station","(22.38432, 114.187964)","Pai Tau Street, outside Shatin Station","(22.38432, 114.187964)",6.4,13,Sha Tin,Sha Tin,10369
811a,2007763,"Sui Wo Road, Ville de Jardin","(22.390714, 114.187955)",Pictorial Garden,"(22.39631, 114.209883)",10.2,24,Sha Tin,Sha Tin,17326
68s,2007764,"Hin Tai Street, near Julimount Garden","(22.362196, 114.175903)","Che Kung Miu Road, near Hin Keng Station","(22.363921, 114.171748)",4.3,4,Sha Tin,Sha Tin,2670
68k,2007765,Tai Wai Station Bus Terminus,"(22.372789, 114.179302)",Tai Wai Station Bus Terminus,"(22.372789, 114.179302)",4.3,6,Sha Tin,Sha Tin,3029
69k,2007766,"Pai Tau Street, outside Shatin Station","(22.38432, 114.187964)","Sui Wo Road, Ville de Jardin","(22.390714, 114.187955)",7.6,10,Sha Tin,Sha Tin,7617
811a,2007767,"Sui Wo Road, Ville de Jardin","(22.390714, 114.187955)",Pictorial Garden,"(22.39631, 114.209883)",10.2,24,Sha Tin,Sha Tin,15445
46m,2007768,"Lai Kong Street, near Highland Park Block 4","(22.349294, 114.130499)","Lai Kong Street, near Highland Park Block 4","(22.349294, 114.130499)",5.3,11,Kwai Tsing,Kwai Tsing,2246
47m,2007769,"Wah King Hill Road, near Wonderland Villas Commercial Complex","(22.351824, 114.137284)","Wah King Hill Road, near Wonderland Villas Commercial Complex","(22.351824, 114.137284)",5.9,17,Kwai Tsing,Kwai Tsing,3935
90m,2007770,"Lai Kong Street, near Highland Park Block 4","(22.349294, 114.130499)","Lai Kong Street, near Highland Park Block 4","(22.349294, 114.130499)",6.6,25,Kwai Tsing,Kwai Tsing,8833
92m,2007771,"Wah Yuen Drive, near Wah Shun Court, Wah Yuen Chuen","(22.350361, 114.135605)","Wah Yuen Drive, near Wah Shun Court, Wah Yuen Chuen","(22.350361, 114.135605)",6.6,20,Kwai Tsing,Kwai Tsing,5262
93,2007772,"Wah Yuen Drive, near Wah Shun Court, Wah Yuen Chuen","(22.350361, 114.135605)","Ham Tin Street, near Bo Shek Mansion Block 3","(22.368723, 114.117385)",6.6,13,Kwai Tsing,Tsuen Wan,9450
93a,2007773,"Wah King Hill Road, near Wonderland Villas Commercial Complex","(22.351824, 114.137284)","Ham Tin Street, near Bo Shek Mansion Block 3","(22.368723, 114.117385)",9.7,16,Kwai Tsing,Tsuen Wan,10139
811p,2007794,"Ngan Shing Street, City One","(22.386558, 114.203035)","Lok Shun Path, outside Royal Ascot","(22.400339, 114.201212)",5.7,6,Sha Tin,Sha Tin,5812
811b,2007795,Yiu On Estate Bus Terminus,"(22.419405, 114.229907)",Yiu On Estate Bus Terminus,"(22.419405, 114.229907)",11.7,28,Sha Tin,Sha Tin,15130
811k,2007827,Sui Wo Court Bus Terminus,"(22.392637, 114.194442)",Sui Wo Court Bus Terminus,"(22.392637, 114.194442)",5.7,12,Sha Tin,Sha Tin,4896
811k,2007828,Sui Wo Court Bus Terminus,"(22.392637, 114.194442)",Sui Wo Court Bus Terminus,"(22.392637, 114.194442)",5.7,10,Sha Tin,Sha Tin,3012
811s,2007830,Sui Wo Court Phase I,"(22.392637, 114.194442)",Sui Wo Court Bus Terminus,"(22.392637, 114.194442)",11.3,36,Sha Tin,Sha Tin,17986
27,2007860,Near 1 Science Park West Avenue,"(22.425008, 114.212007)","Pai Tau Street, outside Sha Tin Station","(22.384393, 114.18841)",8.6,7,Tai Po,Sha Tin,6671
27a,2007861,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431259, 114.202179)","Pai Tau Street, outside Sha Tin Station","(22.384393, 114.18841)",9.2,13,Tai Po,Sha Tin,11934
27a,2007862,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431259, 114.202179)","Pai Tau Street, outside Sha Tin Station","(22.384393, 114.18841)",8.5,12,Tai Po,Sha Tin,11503
27a,2007893,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431259, 114.202179)","Pai Tau Street, outside Sha Tin Station","(22.384158, 114.188168)",8.5,14,Tai Po,Sha Tin,12774
27a,2007894,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431259, 114.202179)","Pai Tau Street, outside Sha Tin Station","(22.384158, 114.188168)",8.5,15,Tai Po,Sha Tin,13179
27b,2007895,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,"(22.431259, 114.202179)","Pai Tau Street, outside Sha Tin Station","(22.384393, 114.18841)",9.2,15,Tai Po,Sha Tin,14470
68,2007926,"Fung Shing Street, Near Koon Yat House, Choi Wan (I) Estate","(22.333573, 114.21644)","Fung Shing Street, near Koon Yat House, Choi Wan (I) Estate","(22.333573, 114.21644)",6.7,30,Wong Tai Sin,Wong Tai Sin,16395
89,2007959,"Ho Pui Street, Near Mary Of Providence Primary School","(22.368343, 114.116133)","Shek Tau Street, Near Fu Tai House, Tai Wo Hau Estate","(22.365953, 114.123027)",5.8,7,Tsuen Wan,Kwai Tsing,2050
89a,2007992,"Ho Pui Street, near Mary Of Providence Primary School","(22.368343, 114.116133)",Kwai Hing Government Offices,"(22.363057, 114.131465)",5.8,13,Tsuen Wan,Kwai Tsing,3478
89b,2007993,Hoi Kwai Road Public Transport Interchange,"(22.368332, 114.110676)",Kwai Shing (Kwai Hau Street) Minibus Terminus,"(22.362811, 114.124863)",5.8,30,Tsuen Wan,Kwai Tsing,13302
89p,2007994,"Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate","(22.365953, 114.123027)","Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate","(22.365953, 114.123027)",5.8,13,Kwai Tsing,Kwai Tsing,5163
89m,2007995,Kwai Shing (Kwai Hau Street) Minibus Terminus,"(22.362811, 114.124863)",Kwai Shing (Kwai Hau Street) Minibus Terminus,"(22.362811, 114.124863)",5.5,18,Kwai Tsing,Kwai Tsing,4485
89s,2007996,"Hing Ning Road, Near Metroplaza","(22.356815, 114.127283)","Hing Ning Road, Near Metroplaza","(22.356815, 114.127283)",5.5,20,Kwai Tsing,Kwai Tsing,3375
98,2007997,"Ho Pui Street, near Mary Of Providence Primary School","(22.368343, 114.116133)",Kwai Shing (Kwai Hau Street) Minibus Terminus,"(22.362811, 114.124863)",5.5,10,Tsuen Wan,Kwai Tsing,6271
98,2007998,"Ho Pui Street, near Mary of Providence Primary School","(22.368343, 114.116133)","Ho Pui Street, near Mary of Providence Primary School","(22.368343, 114.116133)",5.5,15,Tsuen Wan,Tsuen Wan,3912
80,2007999,Tsuen Wan (Chuen Lung Street),"(22.372191, 114.117034)",Tsuen Wan (Chuen Lung Street),"(22.372191, 114.117034)",7.2,15,Tsuen Wan,Tsuen Wan,5411
52,2008000,"Ngan Chuk Lane, Near Sau Yuen House, Chuk Yuen (South) Estate","(22.344288, 114.191882)","Hong Keung Street, Near On Keung Building","(22.334363, 114.19655)",5.7,10,Wong Tai Sin,Wong Tai Sin,3416
53m,2008001,"Wang Tau Hom South Road, Near Wang Shun House, Lok Fu Estate","(22.338599, 114.186475)","Wang Tau Hom South Road, Near Wang Shun House, Lok Fu Estate","(22.338599, 114.186475)",3.4,8,Wong Tai Sin,Wong Tai Sin,1456
95,2008002,Tsuen Wan Centre,"(22.379005, 114.107874)",Hoi Kwai Road Public Transport Interchange,"(22.368332, 114.110676)",4.3,10,Tsuen Wan,Tsuen Wan,5714
96,2008003,Tsuen Wan (Hoi Pa Street),"(22.371044, 114.117151)",Tsing Lung Tau (Lung Yue Road),"(22.362838, 114.045813)",7.2,21,Tsuen Wan,Tsuen Wan,23846
95k,2008004,Hoi Kwai Road Public Transport Interchange,"(22.368332, 114.110676)",Tsuen Wan Station,"(22.374168, 114.116402)",4.3,4,Tsuen Wan,Tsuen Wan,4128
95a,2008005,Tsuen Tak Gardens,"(22.375808, 114.106138)",Tsuen Tak Gardens,"(22.375808, 114.106138)",3.7,7,Tsuen Wan,Tsuen Wan,2965
65,2008025,"Pamela Youde Nethersole Eastern Hospital, outside Main Block","(22.269098, 114.236603)","Pamela Youde Nethersole Eastern Hospital, outside Main Block","(22.269098, 114.236603)",7.4,17,Eastern,Eastern,16929
95m,2008058,Tsuen Wan Station,"(22.372598, 114.118947)",Tsuen Wan Centre,"(22.379005, 114.107874)",3.7,5,Tsuen Wan,Tsuen Wan,2496
96p,2008059,Tsuen Wan West Station Public Transport Interchange,"(22.368801, 114.109627)",Tsuen Wan West Station Public Transport Interchange,"(22.368792, 114.109647)",4.3,5,Tsuen Wan,Tsuen Wan,3900
65a,2008060,Hong Man Street,"(22.266425, 114.235049)",Hong Man Street,"(22.266425, 114.235049)",7.4,24,Eastern,Eastern,15965
96a,2008061,Yau Kom Tau Village,"(22.37229, 114.096848)",Yau Kom Tau Village,"(22.37229, 114.096848)",5.0,17,Tsuen Wan,Tsuen Wan,3840
96b,2008062,Belvedere Garden,"(22.370739, 114.100994)",Belvedere Garden,"(22.370739, 114.100994)",4.3,13,Tsuen Wan,Tsuen Wan,3867
96m,2008091,Tsuen Wan Station,"(22.372598, 114.118947)",Tsuen Wan Station,"(22.372598, 114.118947)",7.2,16,Tsuen Wan,Tsuen Wan,18444
65x,2008092,"Pamela Youde Nethersole Eastern Hospital, outside Main Block","(22.269134, 114.236845)",North Point Ferry Pier Public Transport Interchange,"(22.293327, 114.20194)",7.4,13,Eastern,Eastern,9920
96c,2008093,Tsuen Wan Station,"(22.374168, 114.116402)",Bellagio,"(22.367239, 114.06146)",7.2,16,Tsuen Wan,Tsuen Wan,8376
76,2008094,"Ka Lung Road, near San Tin Barracks Block 12","(22.489317, 114.080882)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",7.5,20,Yuen Long,Yuen Long,10229
94a,2008157,Lei Muk Shue Estate Public Transport Interchange,"(22.377669, 114.136345)",Lei Muk Shue Estate Public Transport Interchange,"(22.377669, 114.136345)",7.2,21,Tsuen Wan,Tsuen Wan,7458
63k,2008223,"Mei Tin Shopping Centre, Mei Tin Estate","(22.376202, 114.170689)","Mei Tin Shopping Centre, Mei Tin Estate","(22.376202, 114.170689)",3.9,6,Sha Tin,Sha Tin,1729
63a,2008224,Mei Chung Court Minibus Terminus,"(22.380131, 114.17299)","TSUEN NAM ROAD, near Tai Wai Station","(22.373439, 114.178457)",3.9,6,Sha Tin,Sha Tin,2326
63b,2008225,"PIK TIN STREET, near Granville Garden Tower 3","(22.377629, 114.171699)","TSUEN NAM ROAD, near Tai Wai Station","(22.373439, 114.178457)",3.9,10,Sha Tin,Sha Tin,2526
63s,2008226,"Mei Tin Shopping Centre, Mei Tin Estate","(22.376202, 114.170689)","Mei Tin Shopping Centre, Mei Tin Estate","(22.376202, 114.170689)",14.2,28,Sha Tin,Sha Tin,20108
64k,2008227,"LOWER SHING MUN ROAD, near FU SHAN CREMATORIUM	","(22.374504, 114.17)","LOWER SHING MUN ROAD, near FU SHAN CREMATORIUM","(22.374504, 114.17)",4.1,6,Sha Tin,Sha Tin,3568
806m,2008256,Pak Shek Kok Public Transport Terminus,"(22.431837, 114.201712)",Pak Shek Kok Public Transport Terminus,"(22.431837, 114.201712)",12.8,31,Tai Po,Tai Po,21633
71a,2008289,Po Tat Estate Public Transport Interchange,"(22.317529, 114.236061)",Po Tat Estate Public Transport Interchange,"(22.317529, 114.236061)",4.9,12,Kwun Tong,Kwun Tong,3292
71,2008290,"Yuen Long Tai Hang Street, Near Tai Hang Building Block B","(22.446303, 114.030094)","Yuen Long Tai Hang Street, Near Tai Hang Building Block B","(22.446303, 114.030094)",8.7,28,Yuen Long,Yuen Long,23880
71b,2008291,"Sau Fung Street, near Sau Chi House, Sau Mau Ping Estate","(22.317557, 114.234809)","Sau Fung Street, near Sau Chi House, Sau Mau Ping Estate","(22.317557, 114.234809)",4.9,7,Kwun Tong,Kwun Tong,1084
23,2008322,"Wan Hon Street, Near Nam Ning Mansion","(22.317379, 114.225316)","Wan Hon Street, Near Nam Ning Mansion","(22.317379, 114.225316)",3.7,4,Kwun Tong,Kwun Tong,1380
23b,2008355,Yue Man Square Public Transport Interchange,"(22.31439, 114.225092)","Cha Kwo Ling Road, Near Tin Hau Temple","(22.299488, 114.229231)",4.9,10,Kwun Tong,Kwun Tong,5155
71a,2008388,"Kam Po Road, near Cheung Po Tsuen Village Office","(22.418539, 114.071849)","Kam Po Road, near Cheung Po Tsuen Village Office","(22.418539, 114.071849)",7.0,18,Yuen Long,Yuen Long,12481
23m,2008389,Yue Man Square Public Transport Interchange,"(22.31439, 114.225092)","Sin Fat Road, Near Lam Tin Station","(22.307236, 114.231165)",3.7,7,Kwun Tong,Kwun Tong,2020
72,2008390,"Yuen Long Tai Hang Street, Near Tai Hang Building Block B","(22.446303, 114.030094)","Yuen Long Tai Hang Street, Near Tai Hang Building Block B","(22.446303, 114.030094)",8.7,25,Yuen Long,Yuen Long,24892
23c,2008391,"Sin Fat Road, Near Lam Tin Station","(22.307236, 114.231165)","Sin Fat Road, Near Lam Tin Station","(22.307236, 114.231165)",3.7,16,Kwun Tong,Kwun Tong,5679
72,2008392,Kam Sheung Road Station Public Transport Interchange	,"(22.434817, 114.06495)","Route Twisk, Near Shek Kong Village Block 53","(22.427084, 114.108375)",7.0,12,Yuen Long,Tuen Mun,11935
23s,2008393,"Sin Fat Road, Near Laguna City Phase 2","(22.305737, 114.228903)","Sin Fat Road, Near Lam Tin Station","(22.307236, 114.231165)",3.4,1,Kwun Tong,Kwun Tong,7100
24,2008421,Ping Tin Public Transport Interchange,"(22.307252, 114.235639)",Ping Tin Public Transport Interchange,"(22.307252, 114.235639)",4.7,35,Kwun Tong,Kwun Tong,12979
24m,2008454,"Pik Wan Road, Near Pik Wan Road Sitting - Out Area","(22.310918, 114.238416)","Pik Wan Road, Near Pik Wan Road Sitting - Out Area","(22.310918, 114.238416)",4.3,7,Kwun Tong,Kwun Tong,8554
50,2008487,United Christian Hospital Minibus Terminus,"(22.32295, 114.227842)",United Christian Hospital Minibus Terminus,"(22.32295, 114.227842)",3.7,8,Kwun Tong,Kwun Tong,1992
87,2008520,Lei Yue Mun Estate Public Transport Interchange,"(22.294734, 114.239409)",Lei Yue Mun Estate Public Transport Interchange,"(22.294734, 114.239409)",11.0,46,Kwun Tong,Kwun Tong,21740
73,2008553,Yuen Long (Fook Hong Street) Public Light Bus Terminus,"(22.4451, 114.02857)",Yuen Long (Sung Shan San Tsuen) Minibus Terminus,"(22.423967, 114.04729)",6.6,12,Yuen Long,Yuen Long,13464
74,2008554,"Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)","Fuk Shun Street, Near 廣陵堂, Shing Uk Tsuen","(22.463874, 114.018377)",6.6,10,Yuen Long,Yuen Long,3759
74a,2008555,"Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)","蔡福善堂, Wang Chau Tung Tau Wai","(22.453859, 114.028026)",5.8,7,Yuen Long,Yuen Long,3348
90a,2008586,Yau Tong (Yau Lai Estate) Minibus Terminus,"(22.299242, 114.236092)","Shing Cheong Road, Near Training & Research Tower (Tower A), Hong Kong Children's Hospital","(22.316182, 114.208806)",7.1,11,Kwun Tong,Kwun Tong,8120
83a,2008587,Tsuen Wan (Chuen Lung Street),"(22.369887, 114.115627)",On Yam Estate (On Chit Street),"(22.373002, 114.141832)",6.4,18,Tsuen Wan,Kwai Tsing,8257
85,2008589,Tsuen Wan (Shiu Wo Street),"(22.37229, 114.117248)",Tsuen Wan (Shiu Wo Street),"(22.37229, 114.117248)",6.4,10,Tsuen Wan,Tsuen Wan,3366
90a,2008590,"Shing Cheong Road, Near Training & Research Tower (Tower A), Hong Kong Children's Hospital	","(22.316182, 114.208806)",Yau Tong (Yau Lai Estate) Minibus Terminus,"(22.299242, 114.236092)",7.1,14,Kwun Tong,Kwun Tong,6103
86,2008591,Hoi Kwai Road Public Transport Interchange,"(22.368332, 114.110676)",Shek Lei (Lei Pui Street),"(22.362634, 114.138213)",6.4,20,Tsuen Wan,Kwai Tsing,11794
90b,2008592,"Sau Fung Street, Near Sau Yue House, Sau Mau Ping Estate","(22.317873, 114.233003)","Shing Cheong Road, Near Training & Research Tower (Tower B), Hong Kong Children's Hospital","(22.315803, 114.209456)",7.1,14,Kwun Tong,Kwun Tong,8969
86a,2008593,Tsuen Wan (Chuen Lung Street),"(22.369734, 114.115501)",Shek Lei (Lei Pui Street),"(22.362634, 114.138213)",8.5,24,Tsuen Wan,Kwai Tsing,9952
86m,2008594,Tsuen Wan (Chuen Lung Street),"(22.369734, 114.115501)",Tsuen Wan (Chuen Lung Street),"(22.369734, 114.115501)",6.4,16,Tsuen Wan,Tsuen Wan,7941
611,2008595,"Shan Pui Road, Near Shan Pui Hung Tin Tsuen","(22.452276, 114.035402)","Shan Pui Road, Near Shan Pui Hung Tin Tsuen","(22.452276, 114.035402)",5.3,9,Yuen Long,Yuen Long,2759
88a,2008596,"Tam Kon Shan Road, Near The Hong Kong Shipyard Ltd","(22.361152, 114.089941)","Tam Kon Shan Road, Near The Hong Kong Shipyard Ltd","(22.361152, 114.089941)",4.0,40,Kwai Tsing,Kwai Tsing,13050
611a,2008597,Yuen Long Station (North) Public Transport Interchange,"(22.446451, 114.034281)",Yuen Long Station (North) Public Transport Interchange,"(22.446451, 114.034281)",4.0,8,Yuen Long,Yuen Long,763
611b,2008598,"Kwan Lok Lane, Near One Regent Place House 1","(22.449257, 114.03217)","Kwan Lok Lane, Near One Regent Place House 1","(22.449257, 114.03217)",4.0,6,Yuen Long,Yuen Long,1460
611b,2008599,"Tak Yip Street, Near Po Wai Building, Tung Tau Industrial Area","(22.451883, 114.030049)","Tak Yip Street, Near Po Wai Building, Tung Tau Industrial Area","(22.451883, 114.030049)",5.3,10,Yuen Long,Yuen Long,3436
88a,2008600,"Ching Hong Road, Near Mayfair Gardens Block 7","(22.344861, 114.107726)","Ching Hong Road, Near Mayfair Gardens Block 7","(22.344861, 114.107726)",4.0,31,Kwai Tsing,Kwai Tsing,6095
88a,2008601,Tsing Yi MTR Station Minibus Terminus,"(22.359887, 114.106622)",Tsing Yi MTR Station Minibus Terminus,"(22.359887, 114.106622)",3.7,11,Kwai Tsing,Kwai Tsing,3914
88a,2008602,Tsing Yi Ferry Pier Minibus Terminus,"(22.353765, 114.109363)",Tsing Yi MTR Station Minibus Terminus,"(22.359887, 114.106622)",4.0,6,Kwai Tsing,Kwai Tsing,13000
611p,2008603,"Shan Pui Road, Near Shan Pui Hung Tin Tsuen","(22.452276, 114.035402)","Shan Pui Road, Near Shan Pui Hung Tin Tsuen","(22.452276, 114.035402)",5.3,8,Yuen Long,Yuen Long,3121
88f,2008604,Tsing Yi MTR Station Minibus Terminus,"(22.359887, 114.106622)",Rambler Crest Tower 3,"(22.342974, 114.109911)",4.0,9,Kwai Tsing,Kwai Tsing,6617
88f,2008619,Rambler Crest Tower 3,"(22.342974, 114.109911)",Tsing Yi MTR Station Minibus Terminus,"(22.359887, 114.106622)",4.0,6,Kwai Tsing,Kwai Tsing,2318
611s,2008620,Shan Pui Road Near United Court,"(22.452193, 114.032507)",Shan Pui Road Near United Court,"(22.452193, 114.032507)",4.0,5,Yuen Long,Yuen Long,1718
88m,2008621,New Kwai Fong Gardens,"(22.355966, 114.127545)",Hong Kong United Dockyard Minibus Terminus,"(22.351432, 114.084637)",8.3,33,Kwai Tsing,Kwai Tsing,21624
36,2008622,"Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",9.0,16,Yuen Long,Yuen Long,14794
88m,2008623,New Kwai Fong Gardens,"(22.355966, 114.127545)",New Kwai Fong Gardens,"(22.355966, 114.127545)",8.3,19,Kwai Tsing,Kwai Tsing,10900
88m,2008624,New Kwai Fong Gardens,"(22.355966, 114.127545)",New Kwai Fong Gardens,"(22.355966, 114.127545)",4.5,9,Kwai Tsing,Kwai Tsing,5253
88m,2008625,Hong Kong United Dockyard Minibus Terminus,"(22.351432, 114.084637)",New Kwai Fong Gardens,"(22.355966, 114.127545)",8.3,19,Kwai Tsing,Kwai Tsing,6154
88m,2008627,New Kwai Fong Gardens,"(22.355966, 114.127545)",New Kwai Fong Gardens,"(22.355966, 114.127545)",8.3,23,Kwai Tsing,Kwai Tsing,7721
88m,2008628,New Kwai Fong Gardens,"(22.355966, 114.127545)",New Kwai Fong Gardens,"(22.355966, 114.127545)",8.3,12,Kwai Tsing,Kwai Tsing,2933
88g,2008629,"Kwai Yan Road, Near Kwai Fong Station","(22.357466, 114.12805)",Rambler Crest Tower 3,"(22.342974, 114.109911)",4.5,6,Kwai Tsing,Kwai Tsing,5378
36,2008630,Tai Sang Wai Village Office Minibus Terminus,"(22.470986, 114.044157)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",9.0,17,Yuen Long,Yuen Long,6864
88c,2008631,"Kwai Yan Road, Near Kwai Fong Station","(22.35649, 114.127293)",Mayfair Gardens Minibus Terminus,"(22.343939, 114.10694)",4.5,9,Kwai Tsing,Kwai Tsing,5775
37,2008632,"Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",9.0,16,Yuen Long,Yuen Long,16189
37,2008633,"Ngau Tam Mei Road, Near Ngau Tam Mei Village Office","(22.477237, 114.071864)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",9.0,15,Yuen Long,Yuen Long,7019
38,2008652,"Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",9.0,15,Yuen Long,Yuen Long,15087
409,2008653,Hang Mei Street Public Light Bus (GMB) Terminus,"(22.357643, 114.096739)",Hang Mei Street Public Light Bus (GMB) Terminus,"(22.357643, 114.096739)",7.6,35,Kwai Tsing,Kwai Tsing,14023
409k,2008654,"Hang Mei Street, Near S.K.H. Ho Chak Wan Primary School, Cheung Hang Estate","(22.357471, 114.096837)","Hang Mei Street, Near S.K.H. Ho Chak Wan Primary School, Cheung Hang Estate","(22.357471, 114.096837)",7.6,38,Kwai Tsing,Kwai Tsing,15302
409s,2008655,Hang Mei Street Public Light Bus (GMB) Terminus,"(22.357643, 114.096739)",Hang Mei Street Public Light Bus (GMB) Terminus,"(22.357643, 114.096739)",7.6,32,Kwai Tsing,Kwai Tsing,13797
601,2008685,"Fung Cheung Road, Near Wah Ting Court, Fung Ting Court","(22.442936, 114.032478)","Fung Cheung Road, Near Wah Ting Court, Fung Ting Court","(22.442936, 114.032478)",7.8,17,Yuen Long,Yuen Long,9672
38,2008686,"Chuk Yau Road, Near 香港政府環境保護署牛潭尾堆肥廠","(22.472682, 114.066688)","Fook Hong Street, near Kam Bo Building","(22.4451, 114.02857)",9.0,13,Yuen Long,Yuen Long,6644
601b,2008718,Kam Tin (Pak Wai Tsuen) Minibus Terminus,"(22.448549, 114.061422)",Kam Tin (Pak Wai Tsuen) Minibus Terminus,"(22.448549, 114.061422)",5.6,9,Yuen Long,Yuen Long,5223
601c,2008719,Fung Cheung Road Minibus Terminus,"(22.442936, 114.032478)","Fau Tsoi Street, Outside Kwong Wah Plaza (Outside House No.34)","(22.4439, 114.029436)",6.0,20,Yuen Long,Yuen Long,3749
602,2008751,"Fung Cheung Road, Near Wah Ting Court, Fung Ting Court","(22.442936, 114.032478)","Fung Cheung Road, Near Wah Ting Court, Fung Ting Court","(22.442936, 114.032478)",7.8,18,Yuen Long,Yuen Long,14871
602c,2008752,"Unnamed Access Road, Near Riva","(22.442259, 114.054763)","Unnamed Access Road, Near Riva","(22.442259, 114.054763)",6.0,25,Yuen Long,Yuen Long,2500
603,2008753,"Fung Cheung Road, Near Wah Ting Court, Fung Ting Court","(22.442936, 114.032478)","Fung Cheung Road, Near Wah Ting Court, Fung Ting Court","(22.442936, 114.032478)",7.8,11,Yuen Long,Yuen Long,9216
604,2008754,Yuen Long Station (North) Public Transport Interchange,"(22.446451, 114.034281)",Shan Ha Tsuen Minibus Terminus,"(22.432311, 114.016937)",6.0,12,Yuen Long,Yuen Long,6808
605,2008784,Ki Lun Tsuen Minibus Terminus,"(22.494835, 114.098488)",Sheung Shui Station Public Light Bus Terminus,"(22.502125, 114.127688)",7.8,20,North District,North District,11325
620,2008785,Park YOHO Transport Interchange,"(22.451522, 114.051967)",Kam Sheung Road Station Public Transport Interchange,"(22.434311, 114.064659)",6.4,7,Yuen Long,Yuen Long,4228
606s,2008786,Fung Cheung Road Minibus Terminus,"(22.442936, 114.032478)","Mody Road, Near Mody Road Garden","(22.298702, 114.178602)",25.0,59,Yuen Long,Yau Tsim Mong,71928
83m,2008817,"On Wah Street, near Ngau Tau Kok Market","(22.32149, 114.216592)","On Wah Street, near Ngau Tau Kok Market","(22.32149, 114.216592)",4.5,12,Kwun Tong,Kwun Tong,4923
83a,2008818,"Choi Wing Road, near Choi Foon House, Choi Fook Estate","(22.327261, 114.217972)",Ping Shek Public Transport Interchange 1/F,"(22.334044, 114.210092)",4.5,7,Kwun Tong,Kwun Tong,3130
70,2008850,Diamond Hill Station Public Transport Interchange,"(22.34053, 114.202259)",Diamond Hill Station Public Transport Interchange,"(22.34053, 114.202259)",9.7,26,Wong Tai Sin,Wong Tai Sin,21176
48s,2008851,"Leung King Plaza, Leung King Estate","(22.406666, 113.96389)","Leung King Plaza, Leung King Estate","(22.406666, 113.96389)",28.0,56,Tuen Mun,Tuen Mun,38028
47s,2008852,"Wu Chui Road, Near Wu Boon House, Wu King Estate","(22.373436, 113.96497)","Bute Street, Near Mongkok Exchange","(22.32201, 114.168401)",28.0,56,Tuen Mun,Yau Tsim Mong,40152
70a,2008883,Diamond Hill Station Public Transport Interchange,"(22.34053, 114.202259)",Diamond Hill Station Public Transport Interchange,"(22.34053, 114.202259)",9.7,19,Wong Tai Sin,Wong Tai Sin,16427
73,2008916,Festival Walk Public Transport Terminus,"(22.336766, 114.175059)",Festival Walk Public Transport Terminus,"(22.336766, 114.175059)",7.9,32,Kowloon City,Kowloon City,9325
3a,2009015,"Yi Chun Street, near Sai Kung Market","(22.380527, 114.271656)","Nam Shan San Tsuen Road, Near 南山村公所","(22.388623, 114.264407)",5.7,7,Sai Kung,Sai Kung,3098
